Graph,Machine,Algorithm,TimeToCompute(ms),Cost,IsOptimal,Gap
mmlu_deepseek_layer5_pins1000_set2_nonIso,p2_125,ILP,7490,62,True,0%
mmlu_deepseek_layer5_pins1000_set2_nonIso,p2_125,ILP_dupl,31740,32,True,0%
mmlu_deepseek_layer5_pins1000_set2_nonIso,p2_125,ILP_dupl,35510,32,True,0%
mmlu_deepseek_layer5_pins1000_set2_nonIso,p2_125,ILP_repl,110880,32,True,0%
mmlu_deepseek_layer5_pins1000_set2_nonIso,p2_125,ILP_repl,118320,32,True,0%
mmlu_deepseek_layer5_pins1000_nonIso,p2_125,ILP,12920,57,True,0%
mmlu_deepseek_layer5_pins1000_nonIso,p2_125,ILP,15810,57,True,0%
mmlu_deepseek_layer5_pins1000_nonIso,p2_125,ILP_dupl,223430,53,True,0%
mmlu_deepseek_layer5_pins1000_nonIso,p2_125,ILP_dupl,268320,53,True,0%
mmlu_deepseek_layer5_pins1000_nonIso,p2_125,ILP_repl,329510,53,True,0%
mmlu_deepseek_layer5_pins1000_nonIso,p2_125,ILP_repl,377230,53,True,0%
mesh1e1,p2_125,ILP,5950,9,True,0%
mesh1e1,p2_125,ILP,5920,9,True,0%
mesh1e1,p2_125,ILP_dupl,39380,7,True,0%
mesh1e1,p2_125,ILP_dupl,39360,7,True,0%
mesh1e1,p2_125,ILP_repl,114590,7,True,0%
mesh1e1,p2_125,ILP_repl,114710,7,True,0%
impcol_e,p2_125,ILP,4220,17,True,0%
impcol_e,p2_125,ILP,4500,17,True,0%
impcol_e,p2_125,ILP_dupl,9910,15,True,0%
impcol_e,p2_125,ILP_dupl,9740,15,True,0%
impcol_e,p2_125,ILP_repl,41830,15,True,0%
impcol_e,p2_125,ILP_repl,42300,15,True,0%
d_dyn,p2_125,ILP,5920,5,True,0%
d_dyn,p2_125,ILP,5920,5,True,0%
d_dyn,p2_125,ILP_dupl,27910,3,True,0%
d_dyn,p2_125,ILP_dupl,27970,3,True,0%
d_dyn,p2_125,ILP_repl,24370,3,True,0%
d_dyn,p2_125,ILP_repl,24400,3,True,0%
bcspwr04,p2_125,ILP,5110,9,True,0%
bcspwr04,p2_125,ILP,5070,9,True,0%
bcspwr04,p2_125,ILP_dupl,22380,7,True,0%
bcspwr04,p2_125,ILP_dupl,22370,7,True,0%
bcspwr04,p2_125,ILP_repl,48370,7,True,0%
bcspwr04,p2_125,ILP_repl,48470,7,True,0%
